osm_type,osm_id,name,amenity,cuisine,addr:street,addr:housenumber,addr:postcode,addr:city,phone,website,opening_hours,operator,lat,lon,all_tags,contact:phone,contact:website,contact:email,description,internet_access,wifi,wheelchair,outdoor_seating,indoor_seating,smoking,smoking:outside,toilets,toilets:wheelchair,changing_table,highchair,air_conditioning,dog,reservations,max_seats,takeaway,delivery,drive_through,self_service,payment:cash,payment:cards,payment:debit_cards,payment:credit_cards,payment:contactless,payment:mastercard,payment:visa,payment:american_express,payment:google_pay,payment:apple_pay,payment:blik,payment:mobile_phone,diet:vegetarian,vegetarian,diet:vegan,vegan,diet:gluten_free,gluten_free,contact:facebook,contact:instagram,contact:twitter,contact:youtube,contact:tripadvisor,contact:booking,text_chunk
node,8612146284,Al Dente Pasta & Prosecco Bar,restaurant,italian;mediterranean,Ogrodowa,19A,91-065,Łódź,+48 42 630 88 11,https://www.aldentepastaproseccobar.pl/review,Mo-Th 12:00-19:00; Fr-Sa 12:00-20:00; Su 12:00-19:00,,51.7792234,19.4498485,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""19A"", ""addr:postcode"": ""91-065"", ""addr:street"": ""Ogrodowa"", ""amenity"": ""restaurant"", ""bar"": ""yes"", ""cuisine"": ""italian;mediterranean"", ""delivery"": ""yes"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""biuro@aldente.com.pl"", ""level"": ""0"", ""name"": ""Al Dente Pasta & Prosecco Bar"", ""opening_hours"": ""Mo-Th 12:00-19:00; Fr-Sa 12:00-20:00; Su 12:00-19:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 42 630 88 11"", ""takeaway"": ""yes"", ""website"": ""https://www.aldentepastaproseccobar.pl/review"", ""wheelchair"": ""no""}",+48 42 630 88 11,https://www.aldentepastaproseccobar.pl/review,biuro@aldente.com.pl,,,,no,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,"Al Dente Pasta & Prosecco Bar — restaurant Kuchnia: italian, mediterranean, italian;mediterranean. Adres: Ogrodowa 19A, 91-065, Łódź. Godziny otwarcia: Mo-Th 12:00-19:00; Fr-Sa 12:00-20:00; Su 12:00-19:00. Telefon: +48 42 630 88 11. Strona: https://www.aldentepastaproseccobar.pl/review. Udogodnienia: Dostęp dla wózków: no; Miejsca na zewnątrz: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.779223, 19.449849. OSM: https://www.openstreetmap.org/node/8612146284. Dodatkowe tagi: bar: yes; discount:citycard: yes; email: biuro@aldente.com.pl; level: 0."
node,8612148297,Wall Street BBQ,restaurant,barbecue;american;burger,Aleja Marszałka Józefa Piłsudskiego,10,90-051,Łódź,+48 607 676 207,https://www.bistrowallstreet.pl/pl/,"Mo-Th, Su 12:00-22:00; Fr-Sa 12:00-23:00",,51.7600227,19.4610146,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""90-051"", ""addr:street"": ""Aleja Marszałka Józefa Piłsudskiego"", ""amenity"": ""restaurant"", ""cuisine"": ""barbecue;american;burger"", ""diet:gluten_free"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""kontakt@bistrowallstreet.pl"", ""name"": ""Wall Street BBQ"", ""opening_hours"": ""Mo-Th, Su 12:00-22:00; Fr-Sa 12:00-23:00"", ""phone"": ""+48 607 676 207"", ""website"": ""https://www.bistrowallstreet.pl/pl/""}",+48 607 676 207,https://www.bistrowallstreet.pl/pl/,kontakt@bistrowallstreet.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,"Wall Street BBQ — restaurant Kuchnia: barbecue, american, burger, barbecue;american;burger. Adres: Aleja Marszałka Józefa Piłsudskiego 10, 90-051, Łódź. Godziny otwarcia: Mo-Th, Su 12:00-22:00; Fr-Sa 12:00-23:00. Telefon: +48 607 676 207. Strona: https://www.bistrowallstreet.pl/pl/. Diety i alergeny: wegetariańskie: yes; bezglutenowe: yes. Współrzędne: 51.760023, 19.461015. OSM: https://www.openstreetmap.org/node/8612148297. Dodatkowe tagi: discount:citycard: yes; email: kontakt@bistrowallstreet.pl."
node,8612171823,Owoce i warzywa,cafe,coffee_shop,Piotrkowska,217,90-451,Łódź,+48 507 306 404,https://owoceiwarzywa.com/piotrkowska-217/,Mo-Th 10:00-00:00; Fr-Sa 10:00+; Su 11:00-00:00,,51.7536219,19.4590669,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""217"", ""addr:postcode"": ""90-451"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""cafe"", ""check_date"": ""2023-06-08"", ""cuisine"": ""coffee_shop"", ""delivery"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""izabela.strek@gmail.com"", ""indoor_seating"": ""yes"", ""name"": ""Owoce i warzywa"", ""opening_hours"": ""Mo-Th 10:00-00:00; Fr-Sa 10:00+; Su 11:00-00:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 507 306 404"", ""takeaway"": ""yes"", ""website"": ""https://owoceiwarzywa.com/piotrkowska-217/"", ""wheelchair"": ""yes""}",+48 507 306 404,https://owoceiwarzywa.com/piotrkowska-217/,izabela.strek@gmail.com,,,,yes,yes,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,"Owoce i warzywa — cafe Kuchnia: coffee_shop. Adres: Piotrkowska 217, 90-451, Łódź. Godziny otwarcia: Mo-Th 10:00-00:00; Fr-Sa 10:00+; Su 11:00-00:00. Telefon: +48 507 306 404. Strona: https://owoceiwarzywa.com/piotrkowska-217/. Udogodnienia: Dostęp dla wózków: yes; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes. Współrzędne: 51.753622, 19.459067. OSM: https://www.openstreetmap.org/node/8612171823. Dodatkowe tagi: check_date: 2023-06-08; email: izabela.strek@gmail.com."
node,8612171882,Thao Sushi,restaurant,sushi;japanese,Piotrkowska,78,90-102,Łódź,515842414,https://www.facebook.com/Thao-sushi-105054151235133/,Tu-Th 12:00-21:00; Fr-Sa 12:00-23:00; Su 12:00-21:00,,51.7677064,19.4568927,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""78"", ""addr:postcode"": ""90-102"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""sushi;japanese"", ""discount:citycard"": ""yes"", ""name"": ""Thao Sushi"", ""opening_hours"": ""Tu-Th 12:00-21:00; Fr-Sa 12:00-23:00; Su 12:00-21:00"", ""phone"": ""515842414"", ""takeaway"": ""yes"", ""website"": ""https://www.facebook.com/Thao-sushi-105054151235133/""}",515842414,https://www.facebook.com/Thao-sushi-105054151235133/,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thao Sushi — restaurant Kuchnia: sushi, japanese, sushi;japanese. Adres: Piotrkowska 78, 90-102, Łódź. Godziny otwarcia: Tu-Th 12:00-21:00; Fr-Sa 12:00-23:00; Su 12:00-21:00. Telefon: 515842414. Strona: https://www.facebook.com/Thao-sushi-105054151235133/. Udogodnienia: Na wynos: yes. Współrzędne: 51.767706, 19.456893. OSM: https://www.openstreetmap.org/node/8612171882. Dodatkowe tagi: discount:citycard: yes."
node,8612189671,U Kretschmera,restaurant,regional,Mikołaja Kopernika,64,90-553,Łódź,+ 48 42 207 07 07,https://hoteltobaco.pl/restauracja/restauracja-a-la-carte,Mo-Su 14:00-22:00,,51.7580531,19.4377909,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""64"", ""addr:postcode"": ""90-553"", ""addr:street"": ""Mikołaja Kopernika"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""delivery"": ""yes"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""gastronomia@hoteltobaco.pl"", ""name"": ""U Kretschmera"", ""opening_hours"": ""Mo-Su 14:00-22:00"", ""phone"": ""+ 48 42 207 07 07"", ""takeaway"": ""yes"", ""website"": ""https://hoteltobaco.pl/restauracja/restauracja-a-la-carte"", ""wheelchair"": ""yes""}",+ 48 42 207 07 07,https://hoteltobaco.pl/restauracja/restauracja-a-la-carte,gastronomia@hoteltobaco.pl,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,"U Kretschmera — restaurant Kuchnia: regional. Adres: Mikołaja Kopernika 64, 90-553, Łódź. Godziny otwarcia: Mo-Su 14:00-22:00. Telefon: + 48 42 207 07 07. Strona: https://hoteltobaco.pl/restauracja/restauracja-a-la-carte. Udogodnienia: Dostęp dla wózków: yes; Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.758053, 19.437791. OSM: https://www.openstreetmap.org/node/8612189671. Dodatkowe tagi: email: gastronomia@hoteltobaco.pl."
node,8612204594,Len i Bawełna,restaurant,,Piotrkowska,138/140,90-062,Łódź,+42 201 59 50,https://lenibawelna.com/,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-21:00,,51.7610241,19.459696,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""138/140"", ""addr:postcode"": ""90-062"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""delivery"": ""yes"", ""email"": ""restauracja@lenibawelna.com"", ""name"": ""Len i Bawełna"", ""opening_hours"": ""Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-21:00"", ""phone"": ""+42 201 59 50"", ""takeaway"": ""yes"", ""website"": ""https://lenibawelna.com/""}",+42 201 59 50,https://lenibawelna.com/,restauracja@lenibawelna.com,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Len i Bawełna — restaurant Adres: Piotrkowska 138/140, 90-062, Łódź. Godziny otwarcia: Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-21:00. Telefon: +42 201 59 50. Strona: https://lenibawelna.com/. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.761024, 19.459696. OSM: https://www.openstreetmap.org/node/8612204594. Dodatkowe tagi: email: restauracja@lenibawelna.com."
node,8612250842,Four Colors,restaurant,international;polish,Łąkowa,29,90-554,Łódź,422088036,https://www.doubletreelodz.pl/restauracja-bar/restauracja-four-colors,Mo-Fr 6:30-10:00; Sa-Su 7:00-12:00,,51.7573151,19.4432625,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""90-554"", ""addr:street"": ""Łąkowa"", ""amenity"": ""restaurant"", ""cuisine"": ""international;polish"", ""delivery"": ""no"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""no"", ""email"": ""restauracja@doubletreelodz.pl"", ""name"": ""Four Colors"", ""opening_hours"": ""Mo-Fr 6:30-10:00; Sa-Su 7:00-12:00"", ""phone"": ""422088036"", ""takeaway"": ""no"", ""website"": ""https://www.doubletreelodz.pl/restauracja-bar/restauracja-four-colors"", ""wheelchair"": ""yes""}",422088036,https://www.doubletreelodz.pl/restauracja-bar/restauracja-four-colors,restauracja@doubletreelodz.pl,,,,yes,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,"Four Colors — restaurant Kuchnia: international, polish, international;polish. Adres: Łąkowa 29, 90-554, Łódź. Godziny otwarcia: Mo-Fr 6:30-10:00; Sa-Su 7:00-12:00. Telefon: 422088036. Strona: https://www.doubletreelodz.pl/restauracja-bar/restauracja-four-colors. Udogodnienia: Dostęp dla wózków: yes; Na wynos: no; Dostawa: no. Diety i alergeny: wegetariańskie: yes; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.757315, 19.443262. OSM: https://www.openstreetmap.org/node/8612250842. Dodatkowe tagi: discount:citycard: no; email: restauracja@doubletreelodz.pl."
node,8612251772,Caffe przy ulicy,cafe,cafe,Nawrot,1A,90-060,Łódź,+48 662 330 651,https://www.facebook.com/caffeprzyulicy,Mo-Sa 8:00-16:00; Sa 9:30-16:00,,51.7623333,19.4585797,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""1A"", ""addr:postcode"": ""90-060"", ""addr:street"": ""Nawrot"", ""amenity"": ""cafe"", ""cuisine"": ""cafe"", ""email"": ""caffeprzyulicy@gmail.com"", ""indoor_seating"": ""yes"", ""name"": ""Caffe przy ulicy"", ""opening_hours"": ""Mo-Sa 8:00-16:00; Sa 9:30-16:00"", ""outdoor_seating"": ""no"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+48 662 330 651"", ""smoking"": ""no"", ""website"": ""https://www.facebook.com/caffeprzyulicy""}",+48 662 330 651,https://www.facebook.com/caffeprzyulicy,caffeprzyulicy@gmail.com,,,,,no,yes,no,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,"Caffe przy ulicy — cafe Kuchnia: cafe. Adres: Nawrot 1A, 90-060, Łódź. Godziny otwarcia: Mo-Sa 8:00-16:00; Sa 9:30-16:00. Telefon: +48 662 330 651. Strona: https://www.facebook.com/caffeprzyulicy. Udogodnienia: Miejsca wewnątrz: yes; Miejsca na zewnątrz: no; Palenie: no. Dostępne formy płatności: karty debetowe: yes; karty kredytowe: yes. Współrzędne: 51.762333, 19.458580. OSM: https://www.openstreetmap.org/node/8612251772. Dodatkowe tagi: email: caffeprzyulicy@gmail.com."
node,8612270676,Cukiernia Dybalski,cafe,dessert,Bolesława Limanowskiego,6,91-446,Łódź,426321492,https://www.dybalski.pl/,,,51.7866908,19.4512917,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""91-446"", ""addr:street"": ""Bolesława Limanowskiego"", ""amenity"": ""cafe"", ""cuisine"": ""dessert"", ""email"": ""cukierniadybalski@gmail.com"", ""name"": ""Cukiernia Dybalski"", ""phone"": ""426321492"", ""takeaway"": ""yes"", ""website"": ""https://www.dybalski.pl/""}",426321492,https://www.dybalski.pl/,cukierniadybalski@gmail.com,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Dybalski — cafe Kuchnia: dessert. Adres: Bolesława Limanowskiego 6, 91-446, Łódź. Telefon: 426321492. Strona: https://www.dybalski.pl/. Udogodnienia: Na wynos: yes. Współrzędne: 51.786691, 19.451292. OSM: https://www.openstreetmap.org/node/8612270676. Dodatkowe tagi: email: cukierniadybalski@gmail.com."
node,8612279803,Cukiernia Dybalski,cafe,dessert,Rojna,41,91-134,Łódź,42 6321492,https://www.dybalski.pl/,,,51.7947835,19.3752332,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""41"", ""addr:postcode"": ""91-134"", ""addr:street"": ""Rojna"", ""amenity"": ""cafe"", ""cuisine"": ""dessert"", ""discount:citycard"": ""yes"", ""name"": ""Cukiernia Dybalski"", ""phone"": ""42 6321492"", ""website"": ""https://www.dybalski.pl/""}",42 6321492,https://www.dybalski.pl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Dybalski — cafe Kuchnia: dessert. Adres: Rojna 41, 91-134, Łódź. Telefon: 42 6321492. Strona: https://www.dybalski.pl/. Współrzędne: 51.794784, 19.375233. OSM: https://www.openstreetmap.org/node/8612279803. Dodatkowe tagi: discount:citycard: yes."
node,8612293633,Kaminari sushi,restaurant,japanese,Piotrkowska,79,90-423,Łódź,574217610,https://www.kaminarisushi.pl/,Tu-Sa 13:00-21:00; Su 13:00-20:00,,51.7671612,19.4565356,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""79"", ""addr:postcode"": ""90-423"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""delivery"": ""yes"", ""email"": ""kaminari-sushi.lodz@gmail.com"", ""name"": ""Kaminari sushi"", ""opening_hours"": ""Tu-Sa 13:00-21:00; Su 13:00-20:00"", ""phone"": ""574217610"", ""takeaway"": ""yes"", ""website"": ""https://www.kaminarisushi.pl/""}",574217610,https://www.kaminarisushi.pl/,kaminari-sushi.lodz@gmail.com,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaminari sushi — restaurant Kuchnia: japanese. Adres: Piotrkowska 79, 90-423, Łódź. Godziny otwarcia: Tu-Sa 13:00-21:00; Su 13:00-20:00. Telefon: 574217610. Strona: https://www.kaminarisushi.pl/. Udogodnienia: Na wynos: yes; Dostawa: yes. Współrzędne: 51.767161, 19.456536. OSM: https://www.openstreetmap.org/node/8612293633. Dodatkowe tagi: email: kaminari-sushi.lodz@gmail.com."
node,8612300897,Restauracja Łódzka,restaurant,international;polish,Piotrkowska,229/231,90-456,Łódź,422082000,https://www.hilodz.com/po/jedzenie-i-picie,"Mo-Fr 6:30-10:30, 17:00-22:00; Sa-Su 7:00-11:00, 17:00-22:00",,51.752479,19.4597409,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""229/231"", ""addr:postcode"": ""90-456"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""international;polish"", ""delivery"": ""no"", ""diet:organic"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""info@hilodz.com"", ""name"": ""Restauracja Łódzka"", ""opening_hours"": ""Mo-Fr 6:30-10:30, 17:00-22:00; Sa-Su 7:00-11:00, 17:00-22:00"", ""phone"": ""422082000"", ""takeaway"": ""no"", ""website"": ""https://www.hilodz.com/po/jedzenie-i-picie""}",422082000,https://www.hilodz.com/po/jedzenie-i-picie,info@hilodz.com,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restauracja Łódzka — restaurant Kuchnia: international, polish, international;polish. Adres: Piotrkowska 229/231, 90-456, Łódź. Godziny otwarcia: Mo-Fr 6:30-10:30, 17:00-22:00; Sa-Su 7:00-11:00, 17:00-22:00. Telefon: 422082000. Strona: https://www.hilodz.com/po/jedzenie-i-picie. Udogodnienia: Na wynos: no; Dostawa: no. Współrzędne: 51.752479, 19.459741. OSM: https://www.openstreetmap.org/node/8612300897. Dodatkowe tagi: diet:organic: yes; discount:citycard: yes; email: info@hilodz.com."
node,8612302423,Lepione&Pieczone,restaurant,polish,Piotrkowska,89,90-432,Łódź,+48 725100320,https://www.facebook.com/lepionepieczone,"Mo-Th, Su 9:00-20:00; Fr-Sa 9:00-21:00",P93 Michał Stopowski,51.766306,19.4568053,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""89"", ""addr:postcode"": ""90-432"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""breakfast"": ""Mo-Su 09:00-12:00"", ""changing_table"": ""yes"", ""changing_table:count"": ""1"", ""changing_table:fee"": ""no"", ""changing_table:location"": ""unisex_toilet"", ""check_date"": ""2025-09-20"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""lepionepieczone@gmail.com"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""lunch"": ""menu"", ""lunch:menu"": ""Mo-Fr 13:00-16:30"", ""lunch:menu:price"": ""35 PLN"", ""name"": ""Lepione&Pieczone"", ""opening_hours"": ""Mo-Th, Su 9:00-20:00; Fr-Sa 9:00-21:00"", ""operator"": ""P93 Michał Stopowski"", ""outdoor_seating"": ""yes"", ""phone"": ""+48 725100320"", ""reusable_packaging:offer"": ""yes"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""toilets:capacity"": ""1"", ""toilets:unisex"": ""yes"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.facebook.com/lepionepieczone"", ""wheelchair"": ""no""}",+48 725100320,https://www.facebook.com/lepionepieczone,lepionepieczone@gmail.com,,,,no,yes,yes,,,yes,yes,yes,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,"Lepione&Pieczone — restaurant Kuchnia: polish. Adres: Piotrkowska 89, 90-432, Łódź. Godziny otwarcia: Mo-Th, Su 9:00-20:00; Fr-Sa 9:00-21:00. Operator: P93 Michał Stopowski. Telefon: +48 725100320. Strona: https://www.facebook.com/lepionepieczone. Udogodnienia: Dostęp dla wózków: no; Toalety dla niepełnosprawnych: yes; Przewijak: yes; Miejsca wewnątrz: yes; Miejsca na zewnątrz: yes; Na wynos: yes; Dostawa: yes; Toalety: yes. Diety i alergeny: wegetariańskie: yes. Współrzędne: 51.766306, 19.456805. OSM: https://www.openstreetmap.org/node/8612302423. Dodatkowe tagi: breakfast: Mo-Su 09:00-12:00; changing_table:count: 1; changing_table:fee: no; changing_table:location: unisex_toilet; check_date: 2025-09-20; email: lepionepieczone@gmail.com; level: 0; lunch: menu; lunch:menu: Mo-Fr 13:00-16:30; lunch:menu:price: 35 PLN; reusable_packaging:offer: yes; toilets:capacity: 1; toilets:unisex: yes."
node,8612304781,Bicykl,restaurant,polish,Piotrkowska,66,90-105,Łódź,504041304,https://bicykl.eatbu.com/?lang=pl#menu,Tu-Th 13:00-22:00; Fr 13:00-23:00; Sa 12:00-23:00; Su 00:00-21:00,,51.7690623,19.4566143,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""66"", ""addr:postcode"": ""90-105"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""restaurant"", ""cuisine"": ""polish"", ""delivery"": ""yes"", ""diet:gluten_free"": ""yes"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""yes"", ""email"": ""bicykl666@wp.pl"", ""name"": ""Bicykl"", ""opening_hours"": ""Tu-Th 13:00-22:00; Fr 13:00-23:00; Sa 12:00-23:00; Su 00:00-21:00"", ""phone"": ""504041304"", ""takeaway"": ""yes"", ""website"": ""https://bicykl.eatbu.com/?lang=pl#menu""}",504041304,https://bicykl.eatbu.com/?lang=pl#menu,bicykl666@wp.pl,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,"Bicykl — restaurant Kuchnia: polish. Adres: Piotrkowska 66, 90-105, Łódź. Godziny otwarcia: Tu-Th 13:00-22:00; Fr 13:00-23:00; Sa 12:00-23:00; Su 00:00-21:00. Telefon: 504041304. Strona: https://bicykl.eatbu.com/?lang=pl#menu. Udogodnienia: Na wynos: yes; Dostawa: yes. Diety i alergeny: wegetariańskie: yes; wegańskie: yes; bezglutenowe: yes. Współrzędne: 51.769062, 19.456614. OSM: https://www.openstreetmap.org/node/8612304781. Dodatkowe tagi: discount:citycard: yes; email: bicykl666@wp.pl."
node,8612320604,Cukiernia Dybalski,cafe,cafe;dessert,Armii Krajowej,42A,94-046,Łódź,426321492,https://www.dybalski.pl/,Mo-Fr 8:00-17:00; Sa 8:00-14:00,,51.7475197,19.3949636,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""42A"", ""addr:postcode"": ""94-046"", ""addr:street"": ""Armii Krajowej"", ""amenity"": ""cafe"", ""cuisine"": ""cafe;dessert"", ""discount:citycard"": ""yes"", ""email"": ""cukierniadybalski@gmail.com"", ""name"": ""Cukiernia Dybalski"", ""opening_hours"": ""Mo-Fr 8:00-17:00; Sa 8:00-14:00"", ""outdoor_seating"": ""yes"", ""phone"": ""426321492"", ""website"": ""https://www.dybalski.pl/""}",426321492,https://www.dybalski.pl/,cukierniadybalski@gmail.com,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Dybalski — cafe Kuchnia: cafe, dessert, cafe;dessert. Adres: Armii Krajowej 42A, 94-046, Łódź. Godziny otwarcia: Mo-Fr 8:00-17:00; Sa 8:00-14:00. Telefon: 426321492. Strona: https://www.dybalski.pl/. Udogodnienia: Miejsca na zewnątrz: yes. Współrzędne: 51.747520, 19.394964. OSM: https://www.openstreetmap.org/node/8612320604. Dodatkowe tagi: discount:citycard: yes; email: cukierniadybalski@gmail.com."
node,8612353415,Cukiernia Dybalski,cafe,dessert,Piotrkowska,165/169,90-432,Łódź,+42 632 14 92,https://www.dybalski.pl/,Mo-Fr 07:00-18:00; Sa 08:00-16:00; Su closed,,51.7585787,19.4578995,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""165/169"", ""addr:postcode"": ""90-432"", ""addr:street"": ""Piotrkowska"", ""amenity"": ""cafe"", ""cuisine"": ""dessert"", ""delivery"": ""no"", ""discount:citycard"": ""yes"", ""email"": ""cukierniadybalski@gmail.com"", ""name"": ""Cukiernia Dybalski"", ""opening_hours"": ""Mo-Fr 07:00-18:00; Sa 08:00-16:00; Su closed"", ""phone"": ""+42 632 14 92"", ""shop"": ""pastry"", ""takeaway"": ""yes"", ""website"": ""https://www.dybalski.pl/""}",+42 632 14 92,https://www.dybalski.pl/,cukierniadybalski@gmail.com,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cukiernia Dybalski — cafe Kuchnia: dessert. Adres: Piotrkowska 165/169, 90-432, Łódź. Godziny otwarcia: Mo-Fr 07:00-18:00; Sa 08:00-16:00; Su closed. Telefon: +42 632 14 92. Strona: https://www.dybalski.pl/. Udogodnienia: Na wynos: yes; Dostawa: no. Współrzędne: 51.758579, 19.457899. OSM: https://www.openstreetmap.org/node/8612353415. Dodatkowe tagi: discount:citycard: yes; email: cukierniadybalski@gmail.com; shop: pastry."
node,8612359131,Novo Square Lounge Bar,restaurant,european,Aleja Marszałka Józefa Piłsudskiego,11a,90-368,Łódź,+48 42 254 39 00,https://restaurants.accor.com/pl/restaurant-7830_R001-novo-square-lounge-bar-lodz.shtml,Mo-Su 12:00-23:00,,51.7592485,19.4624115,"{""addr:city"": ""Łódź"", ""addr:housenumber"": ""11a"", ""addr:postcode"": ""90-368"", ""addr:street"": ""Aleja Marszałka Józefa Piłsudskiego"", ""amenity"": ""restaurant"", ""cuisine"": ""european"", ""diet:gluten_free"": ""yes"", ""diet:vegetarian"": ""yes"", ""discount:citycard"": ""no"", ""email"": ""h7830@accor.com"", ""name"": ""Novo Square Lounge Bar"", ""opening_hours"": ""Mo-Su 12:00-23:00"", ""phone"": ""+48 42 254 39 00"", ""website"": ""https://restaurants.accor.com/pl/restaurant-7830_R001-novo-square-lounge-bar-lodz.shtml""}",+48 42 254 39 00,https://restaurants.accor.com/pl/restaurant-7830_R001-novo-square-lounge-bar-lodz.shtml,h7830@accor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,"Novo Square Lounge Bar — restaurant Kuchnia: european. Adres: Aleja Marszałka Józefa Piłsudskiego 11a, 90-368, Łódź. Godziny otwarcia: Mo-Su 12:00-23:00. Telefon: +48 42 254 39 00. Strona: https://restaurants.accor.com/pl/restaurant-7830_R001-novo-square-lounge-bar-lodz.shtml. Diety i alergeny: wegetariańskie: yes; bezglutenowe: yes. Współrzędne: 51.759248, 19.462412. OSM: https://www.openstreetmap.org/node/8612359131. Dodatkowe tagi: discount:citycard: no; email: h7830@accor.com."
